Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
3898	GO_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	96	-5.4257	1	1	5.4257	0.000999	0.014666	7.0699	0.057942	0.41592	35	1.7372	0.92408	1	61	7.5532	0.000999	0.033514
3899	GO_REGULATED_EXOCYTOSIS	213	-2.469	1	1	2.469	0.000999	0.014666	9.7465	0.048951	0.40374	102	4.9254	0.76124	1	111	8.7799	0.000999	0.033514
3900	GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	190	0.093986	0.94406	1	-0.093986	0.056943	0.21887	6.1445	0.8032	0.9381	98	3.6333	0.95205	1	92	5.0803	0.22078	0.55517
3901	GO_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	47	1.9894	0.31169	1	-1.9894	0.68931	0.89153	2.6114	0.77922	0.93119	28	2.5625	0.67632	1	19	0.99638	0.77423	0.91645
3902	GO_TEMPERATURE_HOMEOSTASIS	23	-4.1214	1	1	4.1214	0.000999	0.014666	3.0166	0.33167	0.71949	6	-0.22667	0.91908	1	17	3.6434	0.057942	0.30963
3903	GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	12	1.4095	0.30669	1	-1.4095	0.69431	0.8928	3.0973	0.13287	0.54382	6	3.5763	0.041958	0.63086	6	0.80394	0.57742	0.8144
3904	GO_PROTEIN_O_LINKED_GLYCOSYLATION	89	0.90969	0.71129	1	-0.90969	0.28971	0.55175	3.2639	0.90909	0.97455	43	2.9482	0.75624	1	46	1.6895	0.84615	0.95455
3905	GO_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY	27	1.3278	0.40659	1	-1.3278	0.59441	0.8229	2.3855	0.5954	0.86152	14	2.6811	0.37662	0.97779	13	0.65549	0.77123	0.9147
3906	GO_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING	12	-0.92224	0.84216	1	0.92224	0.15884	0.39715	2.9672	0.15584	0.57698	4	2.6253	0.15185	0.87266	8	1.7777	0.2977	0.6291
3907	GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	11	-2.5861	0.98601	1	2.5861	0.014985	0.094141	2.6767	0.23277	0.65195	5	-0.36906	0.9041	1	6	3.9611	0.013986	0.16109
3908	GO_DOPAMINE_TRANSPORT	11	-2.8706	0.98701	1	2.8706	0.013986	0.090004	1.5936	0.54845	0.83592	3	-0.99302	0.94206	1	8	2.4767	0.13387	0.45196
3909	GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	67	0.68235	0.69031	1	-0.68235	0.31069	0.57513	2.4235	0.92707	0.97885	41	0.8117	0.996	1	26	2.8711	0.30969	0.63825
3910	GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	29	-2.7311	0.99201	1	2.7311	0.008991	0.06752	2.1945	0.69231	0.89159	15	-1.5822	0.998	1	14	4.7961	0.007992	0.1153
3911	GO_POSITIVE_REGULATION_OF_GLUCONEOGENESIS	11	-1.8654	0.94605	1	1.8654	0.054945	0.2155	1.08	0.71129	0.89817	3	0.39434	0.66234	1	8	1.0249	0.56044	0.80413
3912	GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	35	3.0816	0.078921	0.81816	-3.0816	0.92208	1	4.711	0.085914	0.48304	21	4.7566	0.055944	0.66566	14	1.6232	0.48851	0.76338
3913	GO_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	12	-1.6188	0.93506	1	1.6188	0.065934	0.23786	0.8178	0.7972	0.93601	5	-1.1521	0.97602	1	7	2.0445	0.23377	0.57117
3914	GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	21	-0.46067	0.80719	1	0.46067	0.19381	0.44007	0.71597	0.91109	0.97455	10	0.14185	0.92607	1	11	0.854	0.71628	0.89051
3915	GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	24	-0.41755	0.82418	1	0.41755	0.17682	0.41789	4.6782	0.043956	0.39847	13	2.5816	0.37562	0.97699	11	4.1038	0.020979	0.1949
3916	GO_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	107	1.966	0.47253	1	-1.966	0.52847	0.77583	3.9317	0.86414	0.95743	55	4.7814	0.37562	0.97699	52	0.72246	0.97203	0.99564
3917	GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_STABILIZATION	21	0.55185	0.56444	1	-0.55185	0.43656	0.69863	-0.13454	0.97802	0.99282	11	0.20929	0.90909	1	10	-0.41447	0.92408	0.98093
3918	GO_EMBRYONIC_PLACENTA_MORPHOGENESIS	21	0.97108	0.44555	1	-0.97108	0.55544	0.79527	4.0954	0.10689	0.50895	13	2.8153	0.31069	0.95583	8	3.0465	0.063936	0.32059
3919	GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	25	1.0753	0.45255	1	-1.0753	0.54845	0.78936	2.9256	0.38561	0.75223	17	1.5123	0.76723	1	8	2.9673	0.067932	0.32968
3920	GO_REGULATION_OF_ERAD_PATHWAY	26	-1.3329	0.93706	1	1.3329	0.063936	0.23547	4.1195	0.10989	0.51408	12	2.1657	0.45355	1	14	3.6089	0.057942	0.30963
3921	GO_BEHAVIOR	477	-2.3688	1	1	2.3688	0.000999	0.014666	14.33	0.008991	0.18634	227	8.9768	0.43357	0.99966	250	11.241	0.000999	0.033514
3922	GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	109	-0.14528	0.90509	1	0.14528	0.095904	0.29641	4.7217	0.67433	0.88707	54	3.2659	0.7982	1	55	3.4111	0.44356	0.73584
3923	GO_MANNOSYLATION	29	-0.30767	0.81019	1	0.30767	0.19081	0.4349	3.0589	0.43157	0.7873	16	1.2641	0.78521	1	13	3.1664	0.096903	0.3857
3924	GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION	45	9.5755	0.000999	0.054151	-9.5755	1	1	7.3835	0.001998	0.085329	37	8.7456	0.000999	0.22209	8	-1.2967	0.98701	1
3925	GO_AXON_EXTENSION	35	-0.88178	0.93107	1	0.88178	0.06993	0.24355	-1.4344	1	1	14	-1.2505	0.996	1	21	-0.8308	0.98801	1
3926	GO_DERMATAN_SULFATE_METABOLIC_PROCESS	13	-1.2734	0.91608	1	1.2734	0.084915	0.27302	2.9911	0.18681	0.6161	4	2.656	0.14785	0.86023	9	1.8242	0.35465	0.67526
3927	GO_TRIVALENT_INORGANIC_CATION_TRANSPORT	38	2.0737	0.25175	1	-2.0737	0.74925	0.9298	4.9319	0.1009	0.50426	24	3.7347	0.25375	0.93616	14	3.2355	0.1009	0.39128
3928	GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	15	-0.79197	0.85614	1	0.79197	0.14486	0.3762	0.098588	0.93107	0.97973	7	-0.35818	0.95005	1	8	0.47004	0.73726	0.90262
3929	GO_BILE_ACID_METABOLIC_PROCESS	35	-5.3736	1	1	5.3736	0.000999	0.014666	6.261	0.007992	0.17691	10	1.4562	0.61339	1	25	6.4871	0.000999	0.033514
3930	GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	45	2.0315	0.28172	1	-2.0315	0.71928	0.90997	3.7358	0.41658	0.77523	27	2.9704	0.53646	1	18	2.2689	0.36364	0.68224
3931	GO_INNERVATION	23	-1.3991	0.93706	1	1.3991	0.063936	0.23547	2.075	0.60839	0.86656	9	1.099	0.67832	1	14	1.7784	0.44456	0.73692
3932	GO_RESPONSE_TO_VIRUS	222	2.7067	0.48651	1	-2.7067	0.51449	0.76782	8.0771	0.4036	0.76761	120	7.1178	0.2957	0.94969	102	4.1958	0.56743	0.80813
3933	GO_DEVELOPMENTAL_MATURATION	177	2.9725	0.32268	1	-2.9725	0.67832	0.88489	8.2679	0.13786	0.54782	102	6.4902	0.30969	0.95583	75	5.1326	0.13986	0.45616
3934	GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	66	2.4034	0.26074	1	-2.4034	0.74026	0.92516	0.40311	0.999	0.99971	40	1.2527	0.96503	1	26	-0.91147	0.995	1
3935	GO_ALCOHOL_BIOSYNTHETIC_PROCESS	106	-1.5887	0.995	1	1.5887	0.005994	0.052797	5.0371	0.59341	0.86099	45	3.1395	0.74625	1	61	3.9436	0.31668	0.64543
3936	GO_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	41	-2.6822	0.99401	1	2.6822	0.006993	0.057973	5.2811	0.070929	0.45854	12	3.7655	0.082917	0.75483	29	3.8572	0.11189	0.41306
3937	GO_ADIPOSE_TISSUE_DEVELOPMENT	30	-2.0973	0.97902	1	2.0973	0.021978	0.12099	2.5634	0.58142	0.85621	11	0.78619	0.7982	1	19	2.6229	0.28372	0.623
3938	GO_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	18	-2.8519	0.998	1	2.8519	0.002997	0.032079	3.4733	0.16084	0.58633	5	1.4912	0.44456	1	13	3.1622	0.097902	0.38676
3939	GO_PROTEIN_TARGETING_TO_LYSOSOME	14	-0.36469	0.75524	1	0.36469	0.24575	0.49811	1.0648	0.73726	0.91091	6	0.83996	0.66933	1	8	0.68111	0.66933	0.86548
3940	GO_ISOPRENOID_METABOLIC_PROCESS	120	-2.5734	0.998	1	2.5734	0.002997	0.032079	5.697	0.5015	0.81772	55	2.3226	0.94106	1	65	5.6042	0.045954	0.2803
3941	GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	31	-1.1252	0.92607	1	1.1252	0.074925	0.25343	3.373	0.35964	0.73829	12	2.3296	0.40659	0.99886	19	2.457	0.32867	0.65502
3942	GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	23	-2.7659	0.998	1	2.7659	0.002997	0.032079	2.6601	0.42957	0.78658	10	-0.80819	0.99301	1	13	4.2471	0.021978	0.19936
3943	GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	12	3.4501	0.028971	0.46049	-3.4501	0.97203	1	2.0142	0.43756	0.78791	11	1.6197	0.59241	1	1	1.6055	0.16583	0.4968
3944	GO_RESPONSE_TO_UV_B	16	-0.94369	0.88112	1	0.94369	0.11988	0.33745	1.2351	0.74525	0.91491	7	-0.0077746	0.91009	1	9	1.6537	0.4036	0.70818
3945	GO_CELLULAR_RESPONSE_TO_DRUG	66	-2.6889	1	1	2.6889	0.000999	0.014666	4.7049	0.36763	0.74182	26	2.4411	0.66833	1	40	4.0754	0.13287	0.45038
3946	GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	134	5.0141	0.018981	0.37501	-5.0141	0.98202	1	4.9125	0.8042	0.93901	86	5.015	0.64535	1	48	1.4952	0.8991	0.97465
3947	GO_AUTOPHAGOSOME_ORGANIZATION	39	-1.2253	0.94206	1	1.2253	0.058941	0.22451	4.2168	0.23876	0.65893	16	3.0939	0.29171	0.94783	23	2.9105	0.24675	0.58729
3948	GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	25	-1.4281	0.95405	1	1.4281	0.046953	0.19636	0.78837	0.92707	0.97885	13	-1.41	0.999	1	12	2.6055	0.1958	0.53192
3949	GO_PROTEIN_AUTOPROCESSING	12	-1.6416	0.94006	1	1.6416	0.060939	0.22882	2.701	0.21978	0.64173	6	0.3942	0.79321	1	6	3.4255	0.030969	0.23252
3950	GO_ERYTHROCYTE_DEVELOPMENT	21	-1.4293	0.93207	1	1.4293	0.068931	0.24206	3.2339	0.28072	0.68742	8	1.8276	0.45554	1	13	2.6765	0.16883	0.50201
3951	GO_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	16	3.1438	0.046953	0.61437	-3.1438	0.95405	1	1.1615	0.76623	0.92482	13	1.5387	0.66234	1	3	-0.52059	0.86314	0.9634
3952	GO_POLYOL_BIOSYNTHETIC_PROCESS	26	-1.4668	0.94705	1	1.4668	0.053946	0.21296	3.5398	0.22877	0.64699	7	3.7463	0.04995	0.64523	19	1.8669	0.51948	0.77784
3953	GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	41	-2.2304	0.98701	1	2.2304	0.013986	0.090004	5.2026	0.076923	0.46931	18	2.4806	0.46853	1	23	4.7518	0.01998	0.18936
3954	GO_ENDODERMAL_CELL_FATE_COMMITMENT	13	1.4304	0.30669	1	-1.4304	0.69431	0.8928	1.2141	0.71329	0.89862	7	1.8986	0.37063	0.97699	6	-0.26353	0.86713	0.9634
3955	GO_MONOAMINE_TRANSPORT	22	-0.51597	0.80719	1	0.51597	0.19381	0.44007	2.6989	0.42158	0.78108	11	1.2043	0.70829	1	11	2.6125	0.18581	0.52362
3956	GO_RESPONSE_TO_STARVATION	146	-3.4399	1	1	3.4399	0.000999	0.014666	7.9103	0.1009	0.50426	59	4.3141	0.57542	1	87	6.6947	0.022977	0.20192
3957	GO_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	10	0.14413	0.6004	1	-0.14413	0.4006	0.66239	1.642	0.51249	0.82267	6	0.5106	0.76723	1	4	1.9708	0.2018	0.53783
3958	GO_RESPONSE_TO_REDOX_STATE	11	-0.75752	0.82418	1	0.75752	0.17682	0.41789	0.91715	0.76324	0.92331	6	-0.16286	0.91309	1	5	1.5388	0.32468	0.65135
3959	GO_REGULATION_OF_GLUCONEOGENESIS	32	-3.3487	0.998	1	3.3487	0.002997	0.032079	4.4527	0.11489	0.51564	12	1.2882	0.71728	1	20	4.6344	0.016983	0.17382
3960	GO_POST_EMBRYONIC_DEVELOPMENT	85	-2.7376	0.998	1	2.7376	0.002997	0.032079	4.9649	0.43556	0.78779	33	2.4562	0.75125	1	52	4.391	0.13786	0.45616
3961	GO_CELLULAR_DEFENSE_RESPONSE	55	3.386	0.08991	0.85233	-3.386	0.91109	1	3.658	0.56144	0.84476	33	4.2467	0.23477	0.93464	22	0.58261	0.8991	0.97465
3962	GO_CORTICAL_CYTOSKELETON_ORGANIZATION	35	1.1036	0.50549	1	-1.1036	0.4955	0.75143	3.1265	0.46054	0.79877	20	2.7498	0.46354	1	15	1.6006	0.51948	0.77784
3963	GO_HORMONE_METABOLIC_PROCESS	156	-6.7733	1	1	6.7733	0.000999	0.014666	10.153	0.002997	0.10302	59	3.547	0.78122	1	97	10.11	0.000999	0.033514
3964	GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	156	-3.2339	1	1	3.2339	0.000999	0.014666	9.6876	0.004995	0.13714	61	6.4896	0.067932	0.71557	95	7.214	0.006993	0.1071
3965	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	142	1.8324	0.57942	1	-1.8324	0.42158	0.68397	8.585	0.034965	0.36683	79	6.3903	0.18382	0.91131	63	5.733	0.025974	0.21486
3966	GO_UTERUS_DEVELOPMENT	18	-1.5638	0.94605	1	1.5638	0.054945	0.2155	4.3785	0.041958	0.3951	9	1.6735	0.51049	1	9	4.5186	0.003996	0.0782
3967	GO_THYROID_GLAND_DEVELOPMENT	25	2.2786	0.16983	1	-2.2786	0.83117	0.97779	3.2697	0.29471	0.69384	15	3.2156	0.22278	0.93218	10	1.2316	0.54346	0.79378
3968	GO_DNA_REPLICATION	192	7.9278	0.000999	0.054151	-7.9278	1	1	7.9934	0.24476	0.66165	126	8.8053	0.050949	0.65018	66	1.4673	0.95704	0.99201
3969	GO_NEURAL_TUBE_PATTERNING	31	2.8467	0.11289	0.9242	-2.8467	0.88811	1	4.863	0.063936	0.43812	17	5.2451	0.013986	0.5228	14	1.4566	0.53646	0.78819
3970	GO_RESPONSE_TO_HISTAMINE	8	0.99021	0.33966	1	-0.99021	0.66134	0.87489	-0.53685	0.95604	0.98758	5	0.18083	0.8002	1	3	-1.1101	0.94605	0.98789
3971	GO_RESPONSE_TO_MANGANESE_ION	17	-1.2962	0.92408	1	1.2962	0.076923	0.2571	3.2632	0.18382	0.61243	7	1.6983	0.43057	0.99966	10	2.8338	0.11988	0.43459
3972	GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	62	5.56	0.002997	0.12799	-5.56	0.998	1	5.0536	0.24176	0.66133	44	5.3924	0.12188	0.80314	18	0.94828	0.76923	0.91428
3973	GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	52	4.3579	0.017982	0.35862	-4.3579	0.98302	1	4.9945	0.17682	0.6034	31	5.9485	0.024975	0.60581	21	0.6319	0.85215	0.95773
3974	GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	12	1.8905	0.20979	1	-1.8905	0.79121	0.95574	0.79274	0.8012	0.93784	7	1.9848	0.34366	0.97227	5	-1.1203	0.94705	0.98844
3975	GO_SIALYLATION	20	-1.4636	0.94106	1	1.4636	0.05994	0.22627	1.9451	0.62737	0.87082	6	1.3705	0.48951	1	14	1.4276	0.54446	0.79441
3976	GO_REGULATION_OF_GENE_SILENCING	50	1.977	0.32268	1	-1.977	0.67832	0.88489	5.2753	0.1049	0.50877	30	4.072	0.27273	0.93659	20	3.3538	0.13287	0.45038
3977	GO_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	14	-2.0501	0.96004	1	2.0501	0.040959	0.17964	1.5322	0.60939	0.86656	5	-0.43786	0.91109	1	9	2.2373	0.25475	0.5966
3978	GO_ENDOCRINE_PROCESS	43	-5.0632	1	1	5.0632	0.000999	0.014666	3.8242	0.37662	0.74654	16	-0.94315	0.995	1	27	5.5521	0.005994	0.10014
3979	GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS	46	-1.9479	0.98601	1	1.9479	0.014985	0.094141	4.5441	0.19281	0.61944	17	2.9003	0.35564	0.97422	29	3.5025	0.19181	0.5275
3980	GO_PLATELET_AGGREGATION	38	-0.067437	0.78322	1	0.067437	0.21778	0.46812	3.8962	0.2957	0.69384	18	3.1179	0.28671	0.94136	20	2.4126	0.36264	0.68188
3981	GO_RNA_INTERFERENCE	8	-0.20377	0.67832	1	0.20377	0.32268	0.5878	-0.26393	0.92008	0.97863	4	-0.39896	0.88112	1	4	0.025716	0.76324	0.91058
3982	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	478	2.5139	0.83217	1	-2.5139	0.16883	0.40673	12.827	0.12488	0.5285	266	9.3228	0.57842	1	212	8.818	0.018981	0.18615
3983	GO_WALKING_BEHAVIOR	29	0.48676	0.60739	1	-0.48676	0.39361	0.65699	2.2179	0.68332	0.88867	19	0.73262	0.92507	1	10	2.7672	0.12887	0.44871
3984	GO_REGULATION_OF_TELOMERASE_ACTIVITY	41	5.5725	0.004995	0.16629	-5.5725	0.996	1	4.3561	0.2018	0.62874	28	5.6946	0.025974	0.60581	13	-0.62147	0.96503	0.99444
3985	GO_REGULATION_OF_CELL_AGING	33	3.4306	0.061938	0.72341	-3.4306	0.93906	1	3.7742	0.28172	0.68742	23	3.6532	0.26873	0.93659	10	1.3158	0.50849	0.77012
3986	GO_CELL_GROWTH	129	-0.96374	0.97403	1	0.96374	0.026973	0.13925	5.5029	0.62038	0.8703	63	3.1067	0.88711	1	66	4.658	0.17982	0.51532
3987	GO_COFACTOR_BIOSYNTHETIC_PROCESS	153	-4.4617	0.999	1	4.4617	0.001998	0.024415	7.0154	0.32867	0.71922	62	2.5099	0.95405	1	91	7.0249	0.015984	0.16933
3988	GO_LYSINE_METABOLIC_PROCESS	11	-3.9758	0.997	1	3.9758	0.003996	0.040226	2.952	0.17782	0.60534	2	-0.44556	0.86414	1	9	3.4736	0.050949	0.29301
3989	GO_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	17	2.0282	0.17582	1	-2.0282	0.82517	0.97345	2.0773	0.53347	0.82926	10	2.5391	0.28472	0.94136	7	0.20253	0.77123	0.9147
3990	GO_POSITIVE_REGULATION_OF_AXONOGENESIS	68	1.554	0.5005	1	-1.554	0.5005	0.75441	5.8686	0.11289	0.51443	32	5.8499	0.027972	0.60581	36	2.5503	0.50849	0.77012
3991	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	182	0.19476	0.94505	1	-0.19476	0.055944	0.2178	6.8013	0.55844	0.84204	84	5.9252	0.32068	0.96409	98	3.7828	0.68631	0.87566
3992	GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING	44	1.0611	0.54545	1	-1.0611	0.45554	0.71573	5.0341	0.1019	0.50528	25	3.6996	0.29371	0.94921	19	3.417	0.11289	0.41529
3993	GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	23	-2.3374	0.98701	1	2.3374	0.013986	0.090004	0.82234	0.91508	0.97701	6	-0.56402	0.95105	1	17	1.2916	0.66334	0.86248
3994	GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	35	0.74009	0.6014	1	-0.74009	0.3996	0.66177	2.068	0.77822	0.93052	21	1.1513	0.88811	1	14	1.8597	0.41259	0.71534
3995	GO_BONE_MATURATION	14	0.39257	0.56444	1	-0.39257	0.43656	0.69863	3.0235	0.20679	0.62875	8	2.1586	0.37163	0.97699	6	2.126	0.1958	0.53192
3996	GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	101	-0.59429	0.94006	1	0.59429	0.060939	0.22882	7.4137	0.033966	0.36083	49	4.531	0.37363	0.97699	52	5.9339	0.010989	0.14076
3997	GO_HEMOSTASIS	287	-4.404	1	1	4.404	0.000999	0.014666	12.777	0.000999	0.063997	126	6.568	0.52248	1	161	11.249	0.000999	0.033514
3998	GO_ZYMOGEN_ACTIVATION	109	-2.3114	0.998	1	2.3114	0.002997	0.032079	8.3966	0.010989	0.20468	55	4.0791	0.59441	1	54	7.8127	0.000999	0.033514
3999	GO_AZOLE_TRANSPORT	15	-0.88462	0.86513	1	0.88462	0.13586	0.36357	2.0015	0.49151	0.81558	7	0.98842	0.66334	1	8	1.8161	0.28771	0.6248
4000	GO_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	10	-1.1816	0.88611	1	1.1816	0.11489	0.32842	2.0324	0.39461	0.76113	5	0.18227	0.7992	1	5	2.6919	0.075924	0.34546
4001	GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	27	-0.89407	0.89311	1	0.89407	0.10789	0.31767	2.1093	0.66533	0.88448	13	0.82702	0.83616	1	14	2.1324	0.32468	0.65135
4002	GO_LYMPHOCYTE_DIFFERENTIATION	189	2.2143	0.56943	1	-2.2143	0.43157	0.69353	5.4107	0.90909	0.97455	105	4.934	0.8042	1	84	2.5997	0.86214	0.96332
4003	GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT	81	0.65402	0.76723	1	-0.65402	0.23377	0.48331	4.4024	0.57043	0.85071	41	3.7963	0.4955	1	40	2.4213	0.62238	0.84212
4004	GO_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	177	-0.66107	0.98102	1	0.66107	0.01998	0.11354	8.3023	0.13487	0.54723	84	5.4056	0.48551	1	93	6.3163	0.045954	0.2803
4005	GO_NEURAL_CREST_CELL_DIFFERENTIATION	72	0.27661	0.78621	1	-0.27661	0.21479	0.46498	6.063	0.090909	0.48964	33	5.2888	0.060939	0.68278	39	3.373	0.28472	0.62325
4006	GO_ACTIVATION_OF_ANAPHASE_PROMOTING_COMPLEX_ACTIVITY	14	2.8246	0.072927	0.7906	-2.8246	0.92807	1	3.5583	0.11788	0.52038	9	4.027	0.04995	0.64523	5	0.55143	0.63137	0.84296
4007	GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL	41	-1.0805	0.93107	1	1.0805	0.06993	0.24355	3.9757	0.2967	0.69384	23	1.143	0.91508	1	18	4.7082	0.014985	0.16582
4008	GO_MICROTUBULE_POLYMERIZATION	26	-0.6024	0.84815	1	0.6024	0.15285	0.38977	0.78108	0.93706	0.98043	12	0.5809	0.87213	1	14	0.52662	0.78621	0.92289
4009	GO_POSITIVE_REGULATION_OF_MYELINATION	8	-1.9253	0.94505	1	1.9253	0.055944	0.2178	0.98687	0.66633	0.88448	1	0.51872	0.53047	1	7	0.85896	0.5964	0.82386
4010	GO_SPLICEOSOMAL_SNRNP_ASSEMBLY	37	6.2516	0.001998	0.093862	-6.2516	0.999	1	5.2649	0.047952	0.40226	32	5.0446	0.098901	0.77427	5	1.5599	0.31868	0.64732
4011	GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS	20	-1.4313	0.93806	1	1.4313	0.062937	0.23424	2.5794	0.43257	0.7873	9	0.93095	0.72527	1	11	2.6359	0.18182	0.51824
4012	GO_MONOCYTE_DIFFERENTIATION	16	-0.41808	0.7962	1	0.41808	0.2048	0.45405	1.5272	0.65235	0.8795	7	1.2312	0.58342	1	9	0.95045	0.62138	0.84104
4013	GO_REGULATION_OF_GONADOTROPIN_SECRETION	12	1.5222	0.28072	1	-1.5222	0.72028	0.91014	4.3062	0.012987	0.22412	9	2.6574	0.23976	0.93479	3	4.0097	0.001998	0.047715
4014	GO_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	13	-3.1622	0.998	1	3.1622	0.002997	0.032079	1.9199	0.48751	0.8131	3	-1.0428	0.94805	1	10	2.7602	0.12887	0.44871
4015	GO_RESPONSE_TO_LEAD_ION	19	-1.8869	0.96404	1	1.8869	0.036963	0.16987	3.0546	0.26374	0.67539	8	0.98927	0.7033	1	11	3.1709	0.092907	0.37871
4016	GO_DEFENSE_RESPONSE_TO_BACTERIUM	169	1.8366	0.62537	1	-1.8366	0.37562	0.64193	6.4072	0.60839	0.86656	94	4.6978	0.7962	1	75	4.3586	0.32967	0.65516
4017	GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM	24	-0.18618	0.76923	1	0.18618	0.23177	0.48082	1.4376	0.81718	0.944	13	0.51187	0.8991	1	11	1.567	0.48751	0.76338
4018	GO_NUCLEOTIDE_SALVAGE	13	2.1539	0.14186	1	-2.1539	0.85914	0.99383	3.383	0.11489	0.51564	9	2.9969	0.16783	0.8951	4	1.6035	0.28472	0.62325
4019	GO_ALCOHOL_CATABOLIC_PROCESS	57	-1.6781	0.97902	1	1.6781	0.021978	0.12099	7.2616	0.007992	0.17691	21	5.6236	0.006993	0.44755	36	4.8423	0.03996	0.26392
4020	GO_MYELOID_DENDRITIC_CELL_DIFFERENTIATION	19	2.3964	0.14486	1	-2.3964	0.85614	0.99172	2.7696	0.33666	0.72377	12	3.1427	0.1968	0.92572	7	0.44823	0.72128	0.89357
4021	GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE	36	0.4921	0.65335	1	-0.4921	0.34765	0.61296	2.4002	0.71728	0.90017	18	2.2277	0.53546	1	18	1.1667	0.7033	0.88241
